year,cell_id,centroid_longtitude,centroid_latitude,wi
2016,"POLYGON ((219563.1598511024 2472214.686800875, 219563.1598511024 2478964.686800875, 212813.1598511024 2478964.686800875, 212813.1598511024 2472214.686800875, 219563.1598511024 2472214.686800875))",102.24413308493114,22.36286029213918,2.15883716388035
2016,"POLYGON ((226313.1598511024 2458714.686800875, 226313.1598511024 2465464.686800875, 219563.1598511024 2465464.686800875, 219563.1598511024 2458714.686800875, 226313.1598511024 2458714.686800875))",102.31195458766543,22.242135451195956,1.11185346460369
2016,"POLYGON ((226313.1598511024 2465464.686800875, 226313.1598511024 2472214.686800875, 219563.1598511024 2472214.686800875, 219563.1598511024 2465464.686800875, 226313.1598511024 2465464.686800875))",102.31078971655549,22.303049288453828,1.11185346460369
2016,"POLYGON ((226313.1598511024 2472214.686800875, 226313.1598511024 2478964.686800875, 219563.1598511024 2478964.686800875, 219563.1598511024 2472214.686800875, 226313.1598511024 2472214.686800875))",102.30962080917854,22.36396261063995,2.15883716388035
2016,"POLYGON ((226313.1598511024 2478964.686800875, 226313.1598511024 2485714.686800875, 219563.1598511024 2485714.686800875, 219563.1598511024 2478964.686800875, 226313.1598511024 2478964.686800875))",102.30844785767813,22.424875416549355,2.15883716388035
2016,"POLYGON ((233063.1598511024 2458714.686800875, 233063.1598511024 2465464.686800875, 226313.1598511024 2465464.686800875, 226313.1598511024 2458714.686800875, 233063.1598511024 2458714.686800875))",102.37738970582478,22.24320485372038,1.9721002044408456
2016,"POLYGON ((233063.1598511024 2465464.686800875, 233063.1598511024 2472214.686800875, 226313.1598511024 2472214.686800875, 226313.1598511024 2465464.686800875, 233063.1598511024 2465464.686800875))",102.37625311088178,22.304121926764523,1.11185346460369
2016,"POLYGON ((239813.1598511024 2451964.686800875, 239813.1598511024 2458714.686800875, 233063.1598511024 2458714.686800875, 233063.1598511024 2451964.686800875, 239813.1598511024 2451964.686800875))",102.44393323283904,22.183327229158564,3.03012105431453
2016,"POLYGON ((239813.1598511024 2458714.686800875, 239813.1598511024 2465464.686800875, 233063.1598511024 2465464.686800875, 233063.1598511024 2458714.686800875, 239813.1598511024 2458714.686800875))",102.44282875474113,22.24424796700745,2.0124571593185463
2016,"POLYGON ((239813.1598511024 2465464.686800875, 239813.1598511024 2472214.686800875, 233063.1598511024 2472214.686800875, 233063.1598511024 2465464.686800875, 239813.1598511024 2465464.686800875))",102.44172044359765,22.305168196338663,1.115303071522583
2016,"POLYGON ((239813.1598511024 2472214.686800875, 239813.1598511024 2478964.686800875, 233063.1598511024 2478964.686800875, 233063.1598511024 2472214.686800875, 239813.1598511024 2472214.686800875))",102.44060829196484,22.366087915966833,1.2581057449314899
2016,"POLYGON ((239813.1598511024 2478964.686800875, 239813.1598511024 2485714.686800875, 233063.1598511024 2485714.686800875, 233063.1598511024 2478964.686800875, 239813.1598511024 2478964.686800875))",102.43949229236559,22.42700712470812,1.43214827845665
