year,cell_id,centroid_longtitude,centroid_latitude,wi
2014,"POLYGON ((219563.1598511024 2472214.686800875, 219563.1598511024 2478964.686800875, 212813.1598511024 2478964.686800875, 212813.1598511024 2472214.686800875, 219563.1598511024 2472214.686800875))",102.24413308493114,22.36286029213918,1.42024988671084
2014,"POLYGON ((226313.1598511024 2458714.686800875, 226313.1598511024 2465464.686800875, 219563.1598511024 2465464.686800875, 219563.1598511024 2458714.686800875, 226313.1598511024 2458714.686800875))",102.31195458766543,22.242135451195956,0.744735188375357
2014,"POLYGON ((226313.1598511024 2465464.686800875, 226313.1598511024 2472214.686800875, 219563.1598511024 2472214.686800875, 219563.1598511024 2465464.686800875, 226313.1598511024 2465464.686800875))",102.31078971655549,22.303049288453828,0.744735188375357
2014,"POLYGON ((226313.1598511024 2472214.686800875, 226313.1598511024 2478964.686800875, 219563.1598511024 2478964.686800875, 219563.1598511024 2472214.686800875, 226313.1598511024 2472214.686800875))",102.30962080917854,22.36396261063995,1.42024988671084
2014,"POLYGON ((226313.1598511024 2478964.686800875, 226313.1598511024 2485714.686800875, 219563.1598511024 2485714.686800875, 219563.1598511024 2478964.686800875, 226313.1598511024 2478964.686800875))",102.30844785767813,22.424875416549355,1.42024988671084
2014,"POLYGON ((233063.1598511024 2458714.686800875, 233063.1598511024 2465464.686800875, 226313.1598511024 2465464.686800875, 226313.1598511024 2458714.686800875, 233063.1598511024 2458714.686800875))",102.37738970582478,22.24320485372038,1.337354703033101
2014,"POLYGON ((233063.1598511024 2465464.686800875, 233063.1598511024 2472214.686800875, 226313.1598511024 2472214.686800875, 226313.1598511024 2465464.686800875, 233063.1598511024 2465464.686800875))",102.37625311088178,22.304121926764523,0.744735188375357
2014,"POLYGON ((239813.1598511024 2451964.686800875, 239813.1598511024 2458714.686800875, 233063.1598511024 2458714.686800875, 233063.1598511024 2451964.686800875, 239813.1598511024 2451964.686800875))",102.44393323283904,22.183327229158564,2.06621977570819
2014,"POLYGON ((239813.1598511024 2458714.686800875, 239813.1598511024 2465464.686800875, 233063.1598511024 2465464.686800875, 233063.1598511024 2458714.686800875, 239813.1598511024 2458714.686800875))",102.44282875474113,22.24424796700745,1.3651563998081622
2014,"POLYGON ((239813.1598511024 2465464.686800875, 239813.1598511024 2472214.686800875, 233063.1598511024 2472214.686800875, 233063.1598511024 2465464.686800875, 239813.1598511024 2465464.686800875))",102.44172044359765,22.305168196338663,0.7474815982384551
2014,"POLYGON ((239813.1598511024 2472214.686800875, 239813.1598511024 2478964.686800875, 233063.1598511024 2478964.686800875, 233063.1598511024 2472214.686800875, 239813.1598511024 2472214.686800875))",102.44060829196484,22.366087915966833,0.861174166681252
2014,"POLYGON ((239813.1598511024 2478964.686800875, 239813.1598511024 2485714.686800875, 233063.1598511024 2485714.686800875, 233063.1598511024 2478964.686800875, 239813.1598511024 2478964.686800875))",102.43949229236559,22.42700712470812,0.999738397885154
2014,"POLYGON ((246563.1598511024 2445214.686800875, 246563.1598511024 2451964.686800875, 239813.1598511024 2451964.686800875, 239813.1598511024 2445214.686800875, 246563.1598511024 2445214.686800875))",102.51042047783446,22.123416655804213,1.8215951172527545
2014,"POLYGON ((246563.1598511024 2451964.686800875, 246563.1598511024 2458714.686800875, 239813.1598511024 2458714.686800875, 239813.1598511024 2451964.686800875, 246563.1598511024 2451964.686800875))",102.50934792130239,22.184340972609675,1.7895837933642937
2014,"POLYGON ((246563.1598511024 2458714.686800875, 246563.1598511024 2465464.686800875, 239813.1598511024 2465464.686800875, 239813.1598511024 2458714.686800875, 246563.1598511024 2458714.686800875))",102.50827163669747,22.245264784648917,0.8789597978167767
2014,"POLYGON ((246563.1598511024 2465464.686800875, 246563.1598511024 2472214.686800875, 239813.1598511024 2472214.686800875, 239813.1598511024 2465464.686800875, 246563.1598511024 2465464.686800875))",102.50719161679729,22.30618809074515,0.945536395809275
